sample_idx,atom_idx,element,mace_H,mace_OH,mace_CH3,mace_NH2,mace_H_norm,mace_OH_norm,mace_CH3_norm,mace_NH2_norm
949,5,Ti,-3.6811829,-12.721649,-20.274658,-17.360779,-0.87309843,-2.0043457,-1.0779444,-1.813961
949,4,Ti,-3.6812744,-12.724396,-20.273071,-17.373749,-0.87330395,-2.006196,-1.0738393,-1.8282926
949,6,Ti,-3.6754456,-12.719025,-20.232391,-17.32727,-0.86022025,-2.0025775,-0.96860707,-1.7769347
950,6,Ti,-3.6780396,-12.7282715,-20.239655,-17.347534,-0.86604285,-2.0088072,-0.9873957,-1.7993258
950,4,Ti,-3.677124,-12.734436,-20.217102,-17.328094,-0.8639878,-2.0129602,-0.92905617,-1.7778453
950,5,Ti,-3.677124,-12.734436,-20.216736,-17.330841,-0.8639878,-2.0129602,-0.9281089,-1.7808802
951,4,Ti,-3.6837158,-12.722076,-20.268677,-17.378967,-0.87878406,-2.0046334,-1.0624714,-1.834059
951,5,Ti,-3.6833801,-12.720825,-20.270874,-17.35791,-0.87803054,-2.0037906,-1.0681553,-1.8107911
952,4,Zr,-3.582611,-12.213135,-20.344055,-17.083588,-0.65184015,-1.6617566,-1.2574629,-1.5076684
952,5,Zr,-3.582611,-12.213165,-20.364899,-17.045258,-0.65184015,-1.6617773,-1.3113815,-1.4653141
953,5,Zr,-3.5962524,-12.30603,-20.349304,-17.091858,-0.6824601,-1.7243409,-1.2710412,-1.5168068
953,4,Zr,-3.5967712,-12.307983,-20.361115,-17.089447,-0.6836246,-1.7256567,-1.3015925,-1.5141429
953,6,Zr,-3.5853882,-12.244385,-20.332092,-17.05426,-0.6580738,-1.68281,-1.2265168,-1.4752619
954,6,Zr,-3.5944824,-12.298187,-20.35138,-17.089355,-0.67848706,-1.7190571,-1.2764094,-1.5140418
954,5,Zr,-3.5914917,-12.274353,-20.32257,-17.067444,-0.67177397,-1.7029998,-1.2018863,-1.4898297
954,4,Zr,-3.5914612,-12.2743225,-20.308136,-17.064575,-0.6717055,-1.7029792,-1.1645458,-1.4866599
955,3,Zr,-3.6036987,-12.329498,-20.310852,-17.070862,-0.69917434,-1.7401514,-1.1715719,-1.4936064
955,5,Zr,-3.5907898,-12.296326,-20.352417,-17.07779,-0.67019844,-1.7178029,-1.2790934,-1.5012612
955,4,Zr,-3.5908203,-12.296326,-20.357513,-17.113281,-0.6702669,-1.7178029,-1.2922771,-1.5404794
956,3,Ag,-2.3528671,-9.136986,-19.178406,-14.506683,2.108494,0.41066206,1.7578783,1.3397774
956,4,Ag,-2.3528671,-9.136986,-19.174698,-14.515358,2.108494,0.41066206,1.76747,1.330192
957,4,Ag,-2.375328,-9.122131,-19.186066,-14.514694,2.0580773,0.42066956,1.7380633,1.3309255
957,3,Ag,-2.3753204,-9.122131,-19.17897,-14.516449,2.0580943,0.42066956,1.7564179,1.3289864
957,5,Ag,-2.375328,-9.122131,-19.165726,-14.513504,2.0580773,0.42066956,1.7906795,1.3322406
958,4,Ag,-2.378601,-9.119141,-19.175308,-14.513359,2.0507305,0.42268443,1.7658911,1.3324007
958,3,Ag,-2.3786087,-9.119141,-19.16993,-14.513969,2.0507133,0.42268443,1.779805,1.3317263
958,2,Ag,-2.3787842,-9.118752,-19.185806,-14.515312,2.0503194,0.42294657,1.7387344,1.3302425
959,2,Ag,-2.324913,-9.191498,-19.156082,-14.53212,2.1712408,0.373937,1.8156258,1.3116704
960,4,Au,-2.6667862,-8.457031,-19.475143,-14.419594,1.4038583,0.8687512,0.99026734,1.4360101
960,3,Au,-2.6667862,-8.457031,-19.473267,-14.420944,1.4038583,0.8687512,0.9951224,1.434518
961,5,Au,-2.6938553,-8.472,-19.472084,-14.436821,1.3430978,0.8586666,0.99818146,1.4169743
961,4,Au,-2.6938553,-8.4719925,-19.477196,-14.428825,1.3430978,0.8586717,0.98495835,1.4258094
961,3,Au,-2.6938553,-8.4719925,-19.476799,-14.430298,1.3430978,0.8586717,0.9859846,1.4241823
962,4,Au,-2.7177124,-8.470551,-19.475739,-14.434784,1.2895472,0.8596432,0.9887279,1.4192252
962,3,Au,-2.7177124,-8.470551,-19.472977,-14.430923,1.2895472,0.8596432,0.9958723,1.423491
962,2,Au,-2.71875,-8.470322,-19.475647,-14.434097,1.2872181,0.8597974,0.98896474,1.419984
963,2,Au,-2.6083145,-8.485199,-19.492012,-14.443451,1.5351062,0.8497745,0.9466311,1.4096483
964,4,Cu,-2.9490662,-9.6645355,-19.727036,-15.377701,0.77024096,0.05524885,0.33866438,0.37731436
964,3,Cu,-2.949051,-9.6645355,-19.73256,-15.3680725,0.77027524,0.05524885,0.32437554,0.38795352
964,5,Cu,-2.9643402,-9.669998,-19.631302,-15.362549,0.7359562,0.051568635,0.5863114,0.3940571
965,3,Cu,-2.9481506,-9.653259,-19.663162,-15.355148,0.772296,0.062845714,0.503894,0.40223458
965,5,Cu,-2.9481506,-9.653259,-19.656982,-15.357895,0.772296,0.062845714,0.5198801,0.39919963
965,4,Cu,-2.9481506,-9.653259,-19.665207,-15.356567,0.772296,0.062845714,0.4986047,0.40066653
966,4,Cu,-2.9487915,-9.653015,-19.66095,-15.357803,0.77085745,0.06301019,0.5096174,0.3993008
966,3,Cu,-2.9487915,-9.653015,-19.658173,-15.356445,0.77085745,0.06301019,0.5168013,0.40080142
966,2,Cu,-2.9489746,-9.6532135,-19.664276,-15.355148,0.7704465,0.06287656,0.5010125,0.40223458
967,2,Cu,-2.9487152,-9.662857,-19.754608,-15.368835,0.7710287,0.056379642,0.26733857,0.38711047
968,3,Cu,-3.0822144,-9.651138,-19.865784,-15.397446,0.47137102,0.06427463,-0.020254044,0.35549656
968,4,Cu,-3.0822144,-9.651138,-19.85524,-15.406265,0.47137102,0.06427463,0.007021073,0.34575102
968,5,Cu,-3.084671,-9.703751,-19.819061,-15.408859,0.4658567,0.028829426,0.100609064,0.3428847
969,5,Cu,-3.0758972,-9.67485,-19.791183,-15.395798,0.48555073,0.048299614,0.1727243,0.3573175
969,3,Cu,-3.0758972,-9.67485,-19.793594,-15.393845,0.48555073,0.048299614,0.16648774,0.35947567
969,4,Cu,-3.0758972,-9.67485,-19.793655,-15.39682,0.48555073,0.048299614,0.16632986,0.35618782
970,4,Cu,-3.07695,-9.674866,-19.794449,-15.394363,0.48318744,0.048289336,0.16427732,0.35890242
970,3,Cu,-3.07695,-9.674866,-19.793808,-15.397827,0.48318744,0.048289336,0.16593514,0.35507503
970,2,Cu,-3.0771637,-9.673965,-19.795212,-15.394287,0.48270795,0.04889585,0.16230372,0.35898674
971,2,Cu,-3.0638428,-9.657242,-19.83818,-15.398087,0.51260865,0.060162656,0.051150713,0.3547884
972,2,Hf,-3.3274536,-11.836609,-20.22165,-17.048859,-0.07910316,-1.408089,-0.94081885,-1.4692932
972,3,Hf,-3.3274536,-11.836609,-20.216064,-17.071869,-0.07910316,-1.408089,-0.9263721,-1.4947193
972,4,Hf,-3.3274536,-11.836609,-20.216522,-17.049011,-0.07910316,-1.408089,-0.9275563,-1.4694619
973,2,Hf,-3.330017,-11.847046,-20.215942,-17.052307,-0.08485724,-1.4151206,-0.9260563,-1.4731038
973,3,Hf,-3.3300476,-11.847412,-20.222107,-17.07721,-0.08492574,-1.4153672,-0.942003,-1.5006206
973,4,Hf,-3.3300781,-11.847412,-20.218933,-17.054596,-0.08499424,-1.4153672,-0.9337928,-1.4756329
974,3,Ir,-3.5306396,-9.392609,-20.446991,-16.135345,-0.53518295,0.2384475,-1.5237405,-0.4598731
974,4,Ir,-3.530487,-9.392212,-20.451324,-16.115662,-0.5348404,0.23871478,-1.5349506,-0.43812272
975,4,Ir,-3.5195007,-9.380768,-20.425262,-16.12088,-0.51018006,0.24642473,-1.4675325,-0.44388908
975,3,Ir,-3.519928,-9.381592,-20.444763,-16.127075,-0.5111391,0.24586962,-1.5179777,-0.45073456
975,5,Ir,-3.5195007,-9.380829,-20.448303,-16.110107,-0.51018006,0.2463836,-1.5271351,-0.4319854
976,4,Ir,-3.5085754,-9.346252,-20.415009,-16.076813,-0.4856567,0.26967794,-1.4410074,-0.39519522
976,3,Ir,-3.5087585,-9.34671,-20.401276,-16.099579,-0.4860677,0.26936954,-1.4054826,-0.42035148
976,2,Ir,-3.5084229,-9.34613,-20.423767,-16.11966,-0.4853142,0.26976016,-1.4636643,-0.44254023
977,2,Ir,-3.8621826,-10.044006,-20.80545,-16.6427,-1.2793779,-0.20040277,-2.4510155,-1.0204935
978,4,Ni,-3.0454102,-7.461426,-19.840668,-15.325851,0.5539833,1.5394962,0.044716783,0.43460724
978,3,Ni,-3.0454102,-7.461426,-19.863739,-15.347626,0.5539833,1.5394962,-0.014964802,0.41054693
979,5,Ni,-3.0149078,-7.55159,-19.84401,-15.338638,0.62245,1.478752,0.036072426,0.42047793
979,4,Ni,-3.0149078,-7.55159,-19.839539,-15.343964,0.62245,1.478752,0.04763771,0.41459352
979,3,Ni,-3.0149078,-7.55159,-19.842667,-15.33963,0.62245,1.478752,0.039545957,0.41938198
980,2,Ni,-3.0154724,-7.547531,-19.83908,-15.335815,0.62118274,1.4814866,0.048821867,0.42359716
980,4,Ni,-3.0154114,-7.5480804,-19.843811,-15.340652,0.6213198,1.4811164,0.036585562,0.4182523
980,3,Ni,-3.0154114,-7.5480804,-19.842056,-15.343628,0.6213198,1.4811164,0.041124836,0.41496447
981,2,Ni,-3.0546722,-7.3507233,-19.8358,-15.325867,0.5331932,1.6140771,0.057308335,0.43459037
982,3,Os,-3.883484,-9.406982,-20.014252,-15.707062,-1.3271917,0.2287638,-0.4043161,0.0133748
982,4,Os,-3.883484,-9.406982,-20.03543,-15.692841,-1.3271917,0.2287638,-0.45910317,0.029089032
983,3,Os,-3.8805237,-9.412872,-20.056732,-15.71521,-1.3205471,0.22479576,-0.514206,0.0043711527
983,4,Os,-3.8804932,-9.412872,-20.036621,-15.704346,-1.3204786,0.22479576,-0.462182,0.016376017
983,5,Os,-3.8805542,-9.412811,-20.052032,-15.69635,-1.3206156,0.22483687,-0.5020487,0.025211057
984,4,Os,-3.8654175,-9.380615,-20.02118,-15.664154,-1.2866391,0.24652754,-0.42223635,0.060787264
984,3,Os,-3.865387,-9.380615,-19.981567,-15.682434,-1.2865705,0.24652754,-0.31976718,0.040588073
984,2,Os,-3.8656616,-9.380829,-20.07605,-15.711761,-1.2871871,0.2463836,-0.5641775,0.008181686
985,2,Os,-4.0502625,-9.720093,-20.189606,-16.026611,-1.7015498,0.017819619,-0.85792774,-0.3397233
986,4,Pd,-3.1525574,-8.613083,-19.900726,-14.950775,0.31347618,0.76361835,-0.1106448,0.84906167
986,3,Pd,-3.1525574,-8.613083,-19.93364,-14.977249,0.31347618,0.76361835,-0.1957858,0.81980824
987,5,Pd,-3.156067,-8.626633,-19.87181,-14.949066,0.30559856,0.7544898,-0.035845462,0.85095006
987,3,Pd,-3.156067,-8.626633,-19.875778,-14.949982,0.30559856,0.7544898,-0.04610817,0.8499384
987,4,Pd,-3.156067,-8.626617,-19.87062,-14.947433,0.30559856,0.75450003,-0.03276665,0.8527542
988,2,Pd,-3.1556702,-8.626022,-19.874176,-14.94989,0.30648908,0.754901,-0.041963615,0.8500396
988,3,Pd,-3.1555939,-8.625946,-19.869629,-14.947571,0.30666032,0.7549524,-0.030200975,0.8526024
988,4,Pd,-3.1555939,-8.625946,-19.874664,-14.949188,0.30666032,0.7549524,-0.04322672,0.8508152
989,2,Pd,-3.122345,-8.569,-19.938873,-14.962997,0.3812922,0.7933171,-0.20932467,0.8355562
990,3,Cu,-2.8786926,-9.572403,-19.665283,-15.304565,0.9282043,0.11731908,0.49840736,0.458128
990,2,Pd,-3.0988464,-8.764999,-19.530945,-14.853897,0.43403795,0.66127133,0.8459184,0.95611066
991,4,Cu,-2.8623657,-9.529114,-19.651245,-15.237564,0.96485233,0.14648324,0.53472155,0.5321636
991,3,Cu,-2.8623352,-9.5290985,-19.672836,-15.270828,0.9649209,0.14649352,0.47886875,0.49540716
991,5,Cu,-2.9423218,-9.642151,-19.604965,-15.332077,0.7853797,0.07032951,0.65444,0.42772806
992,4,Cu,-3.3262177,-9.554077,-19.696625,-15.2608795,-0.076328866,0.12966527,0.41733196,0.50640035
992,5,Cu,-2.9346008,-9.640457,-19.714813,-15.344879,0.8027105,0.07147058,0.37028143,0.41358188
992,3,Cu,-3.0836487,-9.565567,-19.590988,-15.29718,0.46815148,0.12192448,0.6905963,0.46628863
993,3,Cu,-2.8609772,-9.530823,-19.61673,-15.27243,0.9679692,0.14533189,0.6240071,0.4936368
993,9,Cu,-2.8609772,-9.530823,-19.599289,-15.265228,0.9679692,0.14533189,0.66912353,0.5015951
993,2,Pd,-3.092575,-8.781586,-19.482162,-14.843643,0.44811493,0.6500971,0.9721102,0.9674411
994,3,Cu,-2.8617096,-9.532593,-19.622528,-15.267715,0.9663251,0.14413941,0.6090078,0.49884674
994,4,Cu,-2.8617096,-9.532593,-19.61766,-15.240067,0.9663251,0.14413941,0.6215993,0.52939844
994,5,Cu,-2.9313965,-9.629028,-19.623611,-15.328537,0.809903,0.07917025,0.6062052,0.43163976
995,4,Cu,-2.861267,-9.531601,-19.611908,-15.237793,0.9673184,0.1448076,0.6364802,0.5319107
995,3,Cu,-2.8613586,-9.531723,-19.615921,-15.27066,0.9671129,0.14472537,0.6260991,0.49559262
995,2,Pd,-3.0958862,-8.78157,-19.484344,-14.842911,0.44068256,0.6501074,0.9664657,0.9682504
996,2,Pd,-3.0864105,-8.76683,-19.488312,-14.840408,0.46195212,0.66003776,0.95620304,0.9710156
997,3,Cu,-2.8690186,-9.529037,-19.683334,-15.273254,0.9499191,0.14653464,0.45171204,0.4927263
998,8,Cu,-2.93013,-9.625778,-19.71405,-15.332825,0.81274587,0.08135987,0.37225503,0.42690188
999,3,Pd,-2.9501953,-8.632462,-19.582443,-14.885529,0.76770645,0.75056285,0.71270055,0.92115825
999,4,Pd,-2.9501953,-8.632462,-19.537567,-14.857986,0.76770645,0.75056285,0.82878757,0.95159197
1000,4,Pd,-2.9196014,-8.648209,-19.487366,-14.842529,0.8363787,0.73995394,0.9586503,0.9686719
1000,5,Pd,-2.921051,-8.644577,-19.51564,-14.840134,0.8331249,0.7424006,0.8855088,0.9713191
1000,3,Pd,-2.9175415,-8.650284,-19.49672,-14.840286,0.8410025,0.7385559,0.93445396,0.97115046
1001,4,Pd,-2.921997,-8.650223,-19.5112,-14.840179,0.83100134,0.73859704,0.8969951,0.9712685
1001,3,Pd,-2.9201355,-8.6523285,-19.497787,-14.843201,0.8351799,0.7371784,0.93169093,0.96793
1001,2,Pd,-2.9197083,-8.653091,-19.477814,-14.840424,0.83613896,0.73666435,0.9833597,0.9709987
1002,2,Pd,-2.9638062,-8.593155,-19.57956,-14.872955,0.73715496,0.77704394,0.7201608,0.93505156
1003,3,Pt,-3.3462372,-8.461838,-20.093124,-15.322449,-0.12126553,0.865513,-0.6083466,0.4383672
1003,4,Pt,-3.3462372,-8.461838,-20.099533,-15.329773,-0.12126553,0.865513,-0.62492484,0.43027404
1004,3,Pt,-3.3490295,-8.464615,-20.101257,-15.325806,-0.12753338,0.8636421,-0.6293852,0.4346578
1004,4,Pt,-3.3490295,-8.464615,-20.09372,-15.339462,-0.12753338,0.8636421,-0.609886,0.41956744
1004,5,Pt,-3.3490295,-8.464615,-20.102936,-15.336594,-0.12753338,0.8636421,-0.6337271,0.42273727
1005,3,Pt,-3.3469543,-8.461945,-20.096985,-15.338226,-0.1228753,0.8654411,-0.618333,0.42093316
1005,4,Pt,-3.3469543,-8.461945,-20.10176,-15.332245,-0.1228753,0.8654411,-0.6306877,0.4275426
1005,2,Pt,-3.3467407,-8.461426,-20.096329,-15.322311,-0.1223958,0.8657906,-0.61663574,0.43851894
1006,2,Pt,-3.3378296,-8.401138,-20.08107,-15.308411,-0.1023935,0.9064066,-0.57716376,0.4538791
1007,2,Pt,-3.3504028,-8.43074,-20.091003,-15.325958,-0.13061592,0.8864635,-0.60286003,0.43448922
1008,2,Pt,-3.5522766,-8.927734,-20.328766,-15.52417,-0.5837501,0.5516359,-1.217912,0.2154679
1008,4,Au,-2.68161,-8.45723,-19.450592,-14.446449,1.3705839,0.8686176,1.0537777,1.4063351
1009,3,Au,-2.6226654,-8.436058,-19.456146,-14.448822,1.5028936,0.882881,1.0394099,1.4037133
1009,4,Au,-2.622673,-8.43605,-19.450623,-14.432434,1.5028765,0.8828861,1.0536988,1.4218218
1010,4,Au,-2.6830444,-8.470589,-19.464218,-14.462471,1.3673643,0.8596175,1.0185292,1.3886313
1010,5,Au,-2.6940308,-8.477394,-19.490524,-14.459038,1.3427039,0.8550326,0.95047957,1.3924251
1011,2,Pt,-3.5611267,-8.936958,-20.34761,-15.535126,-0.60361546,0.54542166,-1.2666597,0.20336188
1011,9,Au,-2.6578827,-8.4578705,-19.450974,-14.449135,1.4238434,0.8681858,1.0527909,1.4033676
1011,3,Au,-2.6607132,-8.458275,-19.449738,-14.454697,1.41749,0.8679134,1.0559881,1.3972219
1012,5,Au,-2.717804,-8.483719,-19.490982,-14.46434,1.2893417,0.8507716,0.9492954,1.3865659
1012,3,Au,-2.6751404,-8.475784,-19.463135,-14.468491,1.3851061,0.8561172,1.0213318,1.3819798
1012,4,Au,-2.6751404,-8.475777,-19.46196,-14.458481,1.3851061,0.8561223,1.024371,1.3930404
1013,2,Pt,-3.5571747,-8.926575,-20.342194,-15.529617,-0.59474456,0.55241716,-1.2526473,0.20944862
1013,4,Au,-2.6812668,-8.455894,-19.44629,-14.443779,1.3713545,0.8695171,1.0649087,1.4092858
1013,3,Au,-2.6812668,-8.455894,-19.446976,-14.450073,1.3713545,0.8695171,1.0631325,1.4023308
1014,6,Au,-2.706955,-8.482513,-19.457726,-14.47242,1.3136938,0.8515837,1.0353246,1.3776381
1014,4,Au,-2.7174072,-8.481644,-19.453667,-14.47258,1.2902322,0.8521697,1.045824,1.3774611
1014,5,Au,-2.7478256,-8.48185,-19.491783,-14.458153,1.2219537,0.85203093,0.9472231,1.3934029
1015,2,Pt,-3.5857086,-8.967857,-20.385826,-15.579628,-0.65879303,0.5246048,-1.3655173,0.15418746
1016,4,Au,-2.5723038,-8.480629,-19.472351,-14.463066,1.6159374,0.8528533,0.9974907,1.3879738
1017,5,Au,-2.6090622,-8.49147,-19.509415,-14.468918,1.533428,0.8455494,0.9016133,1.3815076
1018,4,Pt,-3.4842072,-8.743721,-20.083519,-15.442177,-0.43095863,0.6756067,-0.583499,0.30606923
1018,3,Pt,-3.4842148,-8.743721,-20.038383,-15.44268,-0.43097576,0.6756067,-0.466741,0.30551282
1019,4,Pt,-3.4804,-8.737511,-20.071724,-15.456551,-0.42241314,0.6797907,-0.5529872,0.29018638
1019,5,Pt,-3.4804,-8.737511,-20.02996,-15.447029,-0.42241314,0.6797907,-0.4449525,0.3007075
1019,3,Pt,-3.4804,-8.737511,-20.060432,-15.45121,-0.42241314,0.6797907,-0.52377796,0.29608765
1020,2,Pt,-3.4765472,-8.7330475,-20.08722,-15.444565,-0.41376486,0.68279755,-0.593071,0.3034305
1020,3,Pt,-3.4764557,-8.732925,-20.020782,-15.448425,-0.41355938,0.6828798,-0.4212101,0.29916474
1020,4,Pt,-3.4764557,-8.732925,-20.05011,-15.436798,-0.41355938,0.6828798,-0.49707517,0.31201264
1021,2,Pt,-3.5214005,-8.807159,-20.088684,-15.516968,-0.51444423,0.63286793,-0.5968603,0.2234262
1022,3,Re,-3.791687,-10.859833,-19.707977,-16.273712,-1.1211406,-0.75002956,0.38796484,-0.6127665
1022,4,Re,-3.791687,-10.859802,-19.70987,-16.271423,-1.1211406,-0.750009,0.38307032,-0.61023736
1023,3,Re,-3.7918396,-10.860748,-19.694977,-16.266571,-1.1214831,-0.75064635,0.42159495,-0.6048757
1023,4,Re,-3.7918396,-10.860718,-19.683807,-16.30423,-1.1214831,-0.7506258,0.45048842,-0.646488
1023,5,Re,-3.791809,-10.860748,-19.710693,-16.283112,-1.1214147,-0.75064635,0.38093883,-0.62315273
1024,2,Re,-3.7871094,-10.837952,-19.709259,-16.283386,-1.1108655,-0.73528814,0.38464922,-0.62345624
1024,4,Re,-3.7871094,-10.838043,-19.704742,-16.247955,-1.1108655,-0.73534983,0.3963329,-0.5843055
1024,3,Re,-3.7871094,-10.838043,-19.700104,-16.266815,-1.1108655,-0.73534983,0.40833238,-0.60514545
1025,2,Re,-3.8393555,-11.13269,-19.81247,-16.472198,-1.2281393,-0.9338553,0.11766095,-0.8320913
1026,5,Re,-3.7917175,-10.909912,-19.700134,-16.297607,-1.1212091,-0.7837683,0.40825343,-0.63917047
1026,4,Re,-3.7915955,-10.908722,-19.676117,-16.319824,-1.1209351,-0.7829665,0.47038227,-0.6637197
1026,3,Re,-3.791565,-10.908661,-19.686523,-16.284332,-1.1208667,-0.78292537,0.4434624,-0.6245016
1027,4,Re,-3.9522095,-10.759827,-20.09021,-16.361023,-1.481456,-0.6826549,-0.6008075,-0.7092438
1027,3,Re,-3.9522095,-10.759827,-20.060883,-16.37442,-1.481456,-0.6826549,-0.5249424,-0.72404754
1028,4,Re,-3.9518738,-10.686798,-19.983673,-16.363525,-1.4807025,-0.63345516,-0.32521433,-0.71200895
1028,3,Re,-3.9518738,-10.686798,-20.010406,-16.340546,-1.4807025,-0.63345516,-0.39436918,-0.68661666
1028,5,Re,-3.9518738,-10.686798,-20.064087,-16.353485,-1.4807025,-0.63345516,-0.5332315,-0.70091456
1029,3,Re,-3.9483948,-10.771332,-20.049652,-16.38086,-1.4728934,-0.69040596,-0.49589103,-0.7311628
1029,4,Re,-3.9484253,-10.771332,-20.07434,-16.356903,-1.4729619,-0.69040596,-0.55975664,-0.70469135
1029,2,Re,-3.948639,-10.772766,-20.121918,-16.39801,-1.4734414,-0.6913723,-0.68283015,-0.75011426
1030,2,Re,-4.091156,-11.172699,-20.33017,-16.70227,-1.7933412,-0.9608093,-1.2215433,-1.0863179
1031,4,Rh,-3.0547638,-8.8997345,-19.357407,-15.241043,0.5329877,0.57049954,1.2948328,0.52831936
1031,3,Rh,-3.055191,-8.900589,-19.3647,-15.255722,0.5320287,0.5699239,1.2759653,0.5120993
1032,4,Rh,-3.065567,-8.917252,-19.37703,-15.314377,0.50873834,0.55869824,1.244072,0.44728655
1032,5,Rh,-3.0659637,-8.918106,-19.3723,-15.307663,0.5078478,0.5581225,1.2563082,0.45470527
1032,3,Rh,-3.0667267,-8.919479,-19.385727,-15.2799225,0.5061353,0.55719733,1.2215729,0.48535815
1033,2,Rh,-3.0561218,-8.901733,-19.362976,-15.283508,0.5299394,0.5691529,1.2804255,0.48139587
1033,4,Rh,-3.0562744,-8.9021,-19.364624,-15.23999,0.52959687,0.5689062,1.2761626,0.5294828
1033,3,Rh,-3.056488,-8.902557,-19.35437,-15.277527,0.5291174,0.5685978,1.3026878,0.48800528
1034,2,Rh,-3.1165466,-9.029846,-19.403748,-15.37381,0.39430737,0.4828426,1.1749566,0.38161385
1035,4,Ru,-3.421753,-9.3723755,-19.489288,-15.58905,-0.2907713,0.25207868,0.9536768,0.14377594
1035,3,Ru,-3.421753,-9.3723755,-19.484467,-15.584106,-0.2907713,0.25207868,0.9661499,0.14923882
1036,4,Ru,-3.418518,-9.373688,-19.485504,-15.605682,-0.28351018,0.25119463,0.96346587,0.12539771
1036,3,Ru,-3.418457,-9.373627,-19.496521,-15.588654,-0.28337318,0.25123575,0.9349671,0.14421432
1036,5,Ru,-3.418396,-9.373779,-19.496002,-15.598145,-0.28323618,0.25113294,0.93630916,0.13372692
1037,2,Ru,-3.4189148,-9.363098,-19.523376,-15.582397,-0.2844007,0.25832888,0.86549646,0.15112723
1037,3,Ru,-3.4189148,-9.363159,-19.481903,-15.578003,-0.2844007,0.2582878,0.97278124,0.15598314
1037,4,Ru,-3.4189148,-9.363129,-19.500885,-15.5672,-0.2844007,0.25830832,0.92367816,0.16792056
1038,2,Ru,-3.601654,-9.601593,-19.656921,-15.888672,-0.6945848,0.09765357,0.520038,-0.18730201
1039,5,Ru,-3.639923,-9.485184,-19.96733,-15.903564,-0.7804851,0.17607917,-0.28293985,-0.2037581
1039,4,Ru,-3.639923,-9.485168,-19.959747,-15.925903,-0.7804851,0.17608944,-0.2633223,-0.22844227
1039,3,Ru,-3.639923,-9.485168,-19.970047,-15.899124,-0.7804851,0.17608944,-0.28996587,-0.19885163
1040,3,Ru,-3.629593,-9.430359,-19.978027,-15.86058,-0.75729746,0.21301496,-0.3106097,-0.15626134
1040,4,Ru,-3.629593,-9.430359,-20.031174,-15.848007,-0.75729746,0.21301496,-0.4480905,-0.14236806
1040,2,Ru,-3.629715,-9.430664,-20.056564,-15.913742,-0.75757146,0.21280935,-0.51377183,-0.21500424
1041,3,Sc,-3.7836761,-12.324326,-19.980148,-17.055832,-1.1031591,-1.7366666,-0.3160963,-1.4769986
1041,4,Sc,-3.7835693,-12.324326,-19.97557,-17.109604,-1.1029193,-1.7366666,-0.3042547,-1.5364159
1042,5,Sc,-3.3424377,-12.387512,-20.05423,-17.0047,-0.11273716,-1.7792357,-0.5077326,-1.4204983
1042,4,Sc,-3.3424377,-12.387497,-19.963425,-17.01654,-0.11273716,-1.7792255,-0.27283505,-1.4335822
1042,3,Sc,-3.3424377,-12.387497,-19.989563,-16.99878,-0.11273716,-1.7792255,-0.3404505,-1.4139563
1043,2,Sc,-3.3486633,-12.368225,-19.9861,-17.00241,-0.12671137,-1.7662419,-0.33149037,-1.4179691
1043,4,Sc,-3.3486328,-12.368286,-19.998291,-17.007446,-0.12664287,-1.766283,-0.36302844,-1.4235332
1043,3,Sc,-3.3486328,-12.368286,-20.005646,-17.014038,-0.12664287,-1.766283,-0.3820539,-1.430817
1044,2,Sc,-3.4384918,-12.053436,-19.849258,-17.055328,-0.3283441,-1.5541669,0.022494076,-1.4764422
1045,3,Ti,-3.7284546,-12.65332,-20.234528,-17.276398,-0.9792065,-1.9583122,-0.97413313,-1.720721
1045,4,Ti,-3.7283936,-12.653137,-20.376373,-17.3396,-0.97906953,-1.9581888,-1.3410643,-1.7905582
1045,5,Ti,-3.6994019,-12.810028,-20.21103,-17.366394,-0.91399354,-2.0638871,-0.91334635,-1.8201658
1046,3,Ti,-3.7488403,-12.654266,-20.203308,-17.295471,-1.0249652,-1.9589494,-0.89337355,-1.7417969
1046,4,Ti,-3.749298,-12.655212,-20.343292,-17.324982,-1.0259928,-1.9595869,-1.2554892,-1.7744056
1046,5,Ti,-3.7017822,-12.807526,-20.225586,-17.370605,-0.9193366,-2.062201,-0.9510026,-1.8248193
1047,4,Ti,-3.7576294,-12.661285,-20.316711,-17.328644,-1.0446935,-1.9636782,-1.1867291,-1.7784522
1047,3,Ti,-3.7576904,-12.661163,-20.152466,-17.30304,-1.0448306,-1.963596,-0.76185304,-1.7501599
1047,5,Ti,-3.7045288,-12.809967,-20.24414,-17.377716,-0.9255017,-2.0638459,-0.9990005,-1.8326764
1048,4,Ti,-3.6760864,-12.711853,-20.237885,-17.328735,-0.8616588,-1.997746,-0.982817,-1.7785534
1048,3,Ti,-3.676117,-12.711853,-20.234863,-17.339417,-0.8617273,-1.997746,-0.9750015,-1.7903559
1048,5,Ti,-3.6760864,-12.711853,-20.232147,-17.33667,-0.8616588,-1.997746,-0.96797556,-1.787321
1049,4,Ti,-3.6784973,-12.699097,-20.260712,-17.327942,-0.8670704,-1.989152,-1.041867,-1.7776766
1049,3,Ti,-3.6784973,-12.699097,-20.237244,-17.360718,-0.8670704,-1.989152,-0.98115915,-1.8138936
1049,2,Ti,-3.6784363,-12.699371,-20.251465,-17.299164,-0.86693335,-1.989337,-1.017947,-1.7458773
1050,3,Ti,-3.6798706,-12.69696,-20.241486,-17.36731,-0.8701529,-1.9877127,-0.99213237,-1.8211774
