sample_idx,mace_H,mace_OH,mace_CH3,mace_NH2,mace_H_norm,mace_OH_norm,mace_CH3_norm,mace_NH2_norm
97,-2.8585205078125,-8.568817138671875,-16.92718505859375,-14.560516357421875,0.4700630809883338,0.421520495158469,0.28337608882815735,0.25529260253230845
98,-3.200469970703125,-8.941375732421875,-17.3162841796875,-14.866470336914062,-0.20164685382464834,0.20866987762733863,0.002629306466017492,0.044100166004988096
99,-3.1936442852020264,-8.92236328125,-17.302988052368164,-14.846893310546875,-0.1882387884215353,0.2195320937742828,0.012222864406441398,0.05761370129323068
100,-3.19818115234375,-8.933186531066895,-17.31229591369629,-14.860626220703125,-0.19715080339082652,0.2133485418555594,0.005506960985229426,0.048134214341228866
101,-3.20709228515625,-8.945220947265625,-17.326416015625,-14.870361328125,-0.21465542641317287,0.20647302492346228,-0.004681119553137835,0.04141431136858758
102,-3.5034027099609375,-9.444900512695312,-18.048202514648438,-15.480667114257812,-0.7967141155757477,-0.0790044968774849,-0.5254719056737771,-0.37986462154165296
103,-2.6031723022460938,-7.839111328125,-16.1888427734375,-13.485855102539062,0.9716574542202772,0.8384168840663048,0.8161123752963622,0.9971045875795703
104,-3.904083251953125,-9.397216796875,-18.606781005859375,-15.966339111328125,-1.5837927045205982,-0.05176177981552625,-0.9285031786906732,-0.7151119439808371
105,-3.549224853515625,-12.541107177734375,-18.210845947265625,-16.720672607421875,-0.8867250452608608,-1.847932959979314,-0.6428240607011515,-1.2358096294910166
106,-3.4281539916992188,-9.093070983886719,-17.9952392578125,-15.348770141601562,-0.6488989641464651,0.12200316669247081,-0.48725731423930696,-0.2888194157493156
107,-3.4492695331573486,-9.129740715026855,-18.02610206604004,-15.37360668182373,-0.6903773710914058,0.10105297241748337,-0.509525763677551,-0.30596346288063386
108,-3.42340087890625,-9.08173656463623,-17.992746353149414,-15.33521556854248,-0.6395621660788952,0.12847876053809837,-0.4854586081385848,-0.2794630304681488
109,-3.4529571533203125,-9.174758911132812,-18.020965576171875,-15.395370483398438,-0.6976211640143144,0.0753331232392882,-0.5058196309084273,-0.3209864748064417
110,-3.324493408203125,-12.187026977539062,-17.200927734375,-16.364501953125,-0.4452728399986742,-1.6456394401640337,0.08586247017808718,-0.9899538690092097
111,-3.315668821334839,-12.208888053894043,-17.24725341796875,-16.366012573242188,-0.4279382238833567,-1.6581291362282593,0.052437088560383004,-0.9909966125739299
